Geo_Code,Prov_Name,CMACA_Name,Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,   
705,Saskatchewan,Regina,Marital status,      Separated,,3785,,1560,,2230,,   
705,Saskatchewan,Regina,Marital status,      Divorced,,10760,,4270,,6490,,   
705,Saskatchewan,Regina,Marital status,      Widowed,,9835,,1835,,7995,,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,Population in 2011,1,260600,,,...,,...,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,Population in 2006,1,233923,,,...,,...,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,2006 to 2011 population change (%),,11.4,,,...,,...,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,Total private dwellings,2,110314,,,...,,...,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,Private dwellings occupied by usual residents,3,104237,,,...,,...,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,Population density per square kilometre,,50,,,...,,...,   
725,Saskatchewan,Saskatoon,Population and dwelling counts,Land area (square km),,5214.52,,,...,,...,   
725,Saskatchewan,Saskatoon,Age characteristics,Total population by age groups,4,260600,,128085,,132515,,   
725,Saskatchewan,Saskatoon,Age characteristics,   0 to 4 years,,16625,,8515,,8110,,   
725,Saskatchewan,Saskatoon,Age characteristics,   5 to 9 years,,14905,,7620,,7290,,   
725,Saskatchewan,Saskatoon,Age characteristics,   10 to 14 years,,15180,,7785,,7390,,   
725,Saskatchewan,Saskatoon,Age characteristics,   15 to 19 years,,17565,,8870,,8695,,   
725,Saskatchewan,Saskatoon,Age characteristics,      15 years,,3155,,1625,,1525,,   
725,Saskatchewan,Saskatoon,Age characteristics,      16 years,,3385,,1720,,1660,,   
725,Saskatchewan,Saskatoon,Age characteristics,      17 years,,3355,,1685,,1665,,   
725,Saskatchewan,Saskatoon,Age characteristics,      18 years,,3560,,1790,,1775,,   
725,Saskatchewan,Saskatoon,Age characteristics,      19 years,,4105,,2045,,2060,,   
725,Saskatchewan,Saskatoon,Age characteristics,   20 to 24 years,,23310,,11675,,11640,,   
725,Saskatchewan,Saskatoon,Age characteristics,   25 to 29 years,,22130,,11135,,11000,,   
725,Saskatchewan,Saskatoon,Age characteristics,   30 to 34 years,,19070,,9605,,9460,,   
725,Saskatchewan,Saskatoon,Age characteristics,   35 to 39 years,,16795,,8390,,8410,,   
725,Saskatchewan,Saskatoon,Age characteristics,   40 to 44 years,,16275,,8165,,8110,,   
725,Saskatchewan,Saskatoon,Age characteristics,   45 to 49 years,,19015,,9415,,9600,,   
725,Saskatchewan,Saskatoon,Age characteristics,   50 to 54 years,,19080,,9385,,9695,,   
725,Saskatchewan,Saskatoon,Age characteristics,   55 to 59 years,,16480,,8105,,8380,,   
725,Saskatchewan,Saskatoon,Age characteristics,   60 to 64 years,,12585,,6130,,6460,,   
725,Saskatchewan,Saskatoon,Age characteristics,   65 to 69 years,,8490,,4050,,4440,,   
725,Saskatchewan,Saskatoon,Age characteristics,   70 to 74 years,,6980,,3110,,3870,,   
725,Saskatchewan,Saskatoon,Age characteristics,   75 to 79 years,,6115,,2695,,3425,,   
725,Saskatchewan,Saskatoon,Age characteristics,   80 to 84 years,,4845,,1875,,2965,,   
725,Saskatchewan,Saskatoon,Age characteristics,   85 years and over,,5155,,1555,,3600,,   
725,Saskatchewan,Saskatoon,Marital status,Total population 15 years and over by marital status,6,213895,,104165,,109730,,   
725,Saskatchewan,Saskatoon,Marital status,   Married or living with a common-law partner,,119370,,59785,,59580,,   
725,Saskatchewan,Saskatoon,Marital status,      Married (and not separated),,102245,,51215,,51030,,   
725,Saskatchewan,Saskatoon,Marital status,      Living common-law,,17115,,8570,,8550,,   
725,Saskatchewan,Saskatoon,Marital status,   Not married and not living with a common-law partner,,94525,,44380,,50145,,   
725,Saskatchewan,Saskatoon,Marital status,      Single (never legally married),,66855,,35640,,31215,,   
725,Saskatchewan,Saskatoon,Marital status,      Separated,,4650,,2010,,2640,,   
725,Saskatchewan,Saskatoon,Marital status,      Divorced,,12100,,4885,,7210,,   
725,Saskatchewan,Saskatoon,Marital status,      Widowed,,10915,,1840,,9080,,   
825,Alberta,Calgary,Population and dwelling counts,Population in 2011,1,1214839,,,...,,...,   
825,Alberta,Calgary,Population and dwelling counts,Population in 2006,1,1079310,+,,...,,...,   
825,Alberta,Calgary,Population and dwelling counts,2006 to 2011 population change (%),,12.6,,,...,,...,   
825,Alberta,Calgary,Population and dwelling counts,Total private dwellings,2,488451,,,...,,...,   
825,Alberta,Calgary,Population and dwelling counts,Private dwellings occupied by usual residents,3,464001,,,...,,...,   
825,Alberta,Calgary,Population and dwelling counts,Population density per square kilometre,,237.9,,,...,,...,   
825,Alberta,Calgary,Population and dwelling counts,Land area (square km),,5107.55,,,...,,...,   
825,Alberta,Calgary,Age characteristics,Total population by age groups,4,1214835,,606870,,607970,,   
825,Alberta,Calgary,Age characteristics,   0 to 4 years,,80855,,41665,,39195,,   
825,Alberta,Calgary,Age characteristics,   5 to 9 years,,71090,,36140,,34950,,   
825,Alberta,Calgary,Age characteristics,   10 to 14 years,,70625,,36160,,34465,,   
825,Alberta,Calgary,Age characteristics,   15 to 19 years,,75200,,38635,,36565,,   
825,Alberta,Calgary,Age characteristics,      15 years,,14790,,7550,,7240,,   
825,Alberta,Calgary,Age characteristics,      16 years,,14980,,7760,,7220,,   
825,Alberta,Calgary,Age characteristics,      17 years,,14750,,7565,,7185,,   
825,Alberta,Calgary,Age characteristics,      18 years,,15220,,7870,,7350,,   
825,Alberta,Calgary,Age characteristics,      19 years,,15465,,7895,,7575,,   
825,Alberta,Calgary,Age characteristics,   20 to 24 years,,84370,,42590,,41780,,   
825,Alberta,Calgary,Age characteristics,   25 to 29 years,,100290,,50170,,50115,,   
825,Alberta,Calgary,Age characteristics,   30 to 34 years,,98780,,49290,,49495,,   
825,Alberta,Calgary,Age characteristics,   35 to 39 years,,95910,,47985,,47925,,   
825,Alberta,Calgary,Age characteristics,   40 to 44 years,,94360,,47915,,46440,,   
825,Alberta,Calgary,Age characteristics,   45 to 49 years,,96580,,48390,,48190,,   
825,Alberta,Calgary,Age characteristics,   50 to 54 years,,94345,,47655,,46695,,   
825,Alberta,Calgary,Age characteristics,   55 to 59 years,,76275,,38810,,37465,,   
825,Alberta,Calgary,Age characteristics,   60 to 64 years,,57420,,28755,,28660,,   
825,Alberta,Calgary,Age characteristics,   65 to 69 years,,37015,,18060,,18955,,   
825,Alberta,Calgary,Age characteristics,   70 to 74 years,,27295,,12605,,14690,,   
825,Alberta,Calgary,Age characteristics,   75 to 79 years,,22415,,10140,,12270,,   
825,Alberta,Calgary,Age characteristics,   80 to 84 years,,17190,,7115,,10075,,   
825,Alberta,Calgary,Age characteristics,   85 years and over,,14835,,4785,,10045,,   
825,Alberta,Calgary,Marital status,Total population 15 years and over by marital status,6,992265,,492910,,499360,,   
825,Alberta,Calgary,Marital status,   Married or living with a common-law partner,,582605,,292415,,290185,,   
825,Alberta,Calgary,Marital status,      Married (and not separated),,499685,,250810,,248880,,   
825,Alberta,Calgary,Marital status,      Living common-law,,82915,,41610,,41310,,   
825,Alberta,Calgary,Marital status,   Not married and not living with a common-law partner,,409665,,200490,,209175,,   
825,Alberta,Calgary,Marital status,      Single (never legally married),,286320,,157540,,128780,,   
825,Alberta,Calgary,Marital status,      Separated,,23405,,10235,,13165,,   
825,Alberta,Calgary,Marital status,      Divorced,,61870,,25060,,36810,,   
825,Alberta,Calgary,Marital status,      Widowed,,38075,,7660,,30415,,   
835,Alberta,Edmonton,Population and dwelling counts,Population in 2011,1,1159869,,,...,,...,   
835,Alberta,Edmonton,Population and dwelling counts,Population in 2006,1,1034945,,,...,,...,   
835,Alberta,Edmonton,Population and dwelling counts,2006 to 2011 population change (%),,12.1,,,...,,...,   
835,Alberta,Edmonton,Population and dwelling counts,Total private dwellings,2,482249,,,...,,...,   
835,Alberta,Edmonton,Population and dwelling counts,Private dwellings occupied by usual residents,3,450786,,,...,,...,   
835,Alberta,Edmonton,Population and dwelling counts,Population density per square kilometre,,123,,,...,,...,   
835,Alberta,Edmonton,Population and dwelling counts,Land area (square km),,9426.73,,,...,,...,   
835,Alberta,Edmonton,Age characteristics,Total population by age groups,4,1159875,,578975,,580895,,   
835,Alberta,Edmonton,Age characteristics,   0 to 4 years,,73645,,37625,,36020,,   
835,Alberta,Edmonton,Age characteristics,   5 to 9 years,,65070,,33355,,31715,,   
835,Alberta,Edmonton,Age characteristics,   10 to 14 years,,66200,,34080,,32120,,   
835,Alberta,Edmonton,Age characteristics,   15 to 19 years,,74250,,37730,,36520,,   
835,Alberta,Edmonton,Age characteristics,      15 years,,14315,,7350,,6970,,   
835,Alberta,Edmonton,Age characteristics,      16 years,,14305,,7325,,6980,,   
835,Alberta,Edmonton,Age characteristics,      17 years,,14700,,7560,,7140,,   
835,Alberta,Edmonton,Age characteristics,      18 years,,14980,,7525,,7460,,   
835,Alberta,Edmonton,Age characteristics,      19 years,,15945,,7970,,7970,,   
835,Alberta,Edmonton,Age characteristics,   20 to 24 years,,90005,,45795,,44210,,   
835,Alberta,Edmonton,Age characteristics,   25 to 29 years,,97125,,49560,,47560,,   
835,Alberta,Edmonton,Age characteristics,   30 to 34 years,,88235,,44850,,43385,,   
835,Alberta,Edmonton,Age characteristics,   35 to 39 years,,81150,,40985,,40165,,   
835,Alberta,Edmonton,Age characteristics,   40 to 44 years,,81150,,40900,,40245,,   
835,Alberta,Edmonton,Age characteristics,   45 to 49 years,,88690,,44225,,44470,,   
835,Alberta,Edmonton,Age characteristics,   50 to 54 years,,88315,,44430,,43885,,   
835,Alberta,Edmonton,Age characteristics,   55 to 59 years,,74895,,37545,,37350,,   
835,Alberta,Edmonton,Age characteristics,   60 to 64 years,,58895,,29165,,29730,,   
835,Alberta,Edmonton,Age characteristics,   65 to 69 years,,40280,,19595,,20685,,   
835,Alberta,Edmonton,Age characteristics,   70 to 74 years,,30710,,14375,,16330,,   
835,Alberta,Edmonton,Age characteristics,   75 to 79 years,,24870,,11135,,13730,,   
835,Alberta,Edmonton,Age characteristics,   80 to 84 years,,19205,,8055,,11155,,   
835,Alberta,Edmonton,Age characteristics,   85 years and over,,17185,,5575,,11610,,   
835,Alberta,Edmonton,Marital status,Total population 15 years and over by marital status,6,954960,,473920,,481040,,   
835,Alberta,Edmonton,Marital status,   Married or living with a common-law partner,,545660,,273645,,272010,,   
835,Alberta,Edmonton,Marital status,      Married (and not separated),,462840,,232215,,230630,,   
835,Alberta,Edmonton,Marital status,      Living common-law,,82815,,41435,,41380,,   
835,Alberta,Edmonton,Marital status,   Not married and not living with a common-law partner,,409305,,200275,,209025,,   
835,Alberta,Edmonton,Marital status,      Single (never legally married),,282270,,156685,,125580,,   
835,Alberta,Edmonton,Marital status,      Separated,,23665,,10385,,13280,,   
835,Alberta,Edmonton,Marital status,      Divorced,,59735,,24765,,34965,,   
835,Alberta,Edmonton,Marital status,      Widowed,,43630,,8430,,35205,,   
915,British Columbia,Kelowna,Population and dwelling counts,Population in 2011,1,179839,,,...,,...,   
915,British Columbia,Kelowna,Population and dwelling counts,Population in 2006,1,162276,,,...,,...,   
915,British Columbia,Kelowna,Population and dwelling counts,2006 to 2011 population change (%),,10.8,,,...,,...,   
915,British Columbia,Kelowna,Population and dwelling counts,Total private dwellings,2,83836,,,...,,...,   
915,British Columbia,Kelowna,Population and dwelling counts,Private dwellings occupied by usual residents,3,74942,,,...,,...,   
915,British Columbia,Kelowna,Population and dwelling counts,Population density per square kilometre,,61.9,,,...,,...,   
915,British Columbia,Kelowna,Population and dwelling counts,Land area (square km),,2904.86,,,...,,...,   
915,British Columbia,Kelowna,Age characteristics,Total population by age groups,4,179840,,87080,,92760,,   
915,British Columbia,Kelowna,Age characteristics,   0 to 4 years,,8305,,4195,,4110,,   
915,British Columbia,Kelowna,Age characteristics,   5 to 9 years,,8520,,4310,,4205,,   
915,British Columbia,Kelowna,Age characteristics,   10 to 14 years,,9525,,4880,,4640,,   
915,British Columbia,Kelowna,Age characteristics,   15 to 19 years,,11015,,5595,,5420,,   
915,British Columbia,Kelowna,Age characteristics,      15 years,,2150,,1095,,1055,,   
915,British Columbia,Kelowna,Age characteristics,      16 years,,2200,,1110,,1095,,   
915,British Columbia,Kelowna,Age characteristics,      17 years,,2205,,1100,,1100,,   
915,British Columbia,Kelowna,Age characteristics,      18 years,,2195,,1140,,1060,,   
915,British Columbia,Kelowna,Age characteristics,      19 years,,2255,,1150,,1105,,   
915,British Columbia,Kelowna,Age characteristics,   20 to 24 years,,11670,,5900,,5765,,   
915,British Columbia,Kelowna,Age characteristics,   25 to 29 years,,11090,,5600,,5495,,   
915,British Columbia,Kelowna,Age characteristics,   30 to 34 years,,9965,,4915,,5050,,   
915,British Columbia,Kelowna,Age characteristics,   35 to 39 years,,10170,,5040,,5125,,   
915,British Columbia,Kelowna,Age characteristics,   40 to 44 years,,11595,,5655,,5935,,   
915,British Columbia,Kelowna,Age characteristics,   45 to 49 years,,13755,,6425,,7335,,   
915,British Columbia,Kelowna,Age characteristics,   50 to 54 years,,14385,,6835,,7545,,   
915,British Columbia,Kelowna,Age characteristics,   55 to 59 years,,13100,,6140,,6960,,   
915,British Columbia,Kelowna,Age characteristics,   60 to 64 years,,12300,,5930,,6370,,   
915,British Columbia,Kelowna,Age characteristics,   65 to 69 years,,9515,,4595,,4925,,   
915,British Columbia,Kelowna,Age characteristics,   70 to 74 years,,8175,,3835,,4340,,   
915,British Columbia,Kelowna,Age characteristics,   75 to 79 years,,6715,,3215,,3500,,   
915,British Columbia,Kelowna,Age characteristics,   80 to 84 years,,5245,,2275,,2975,,   
915,British Columbia,Kelowna,Age characteristics,   85 years and over,,4800,,1740,,3060,,   
915,British Columbia,Kelowna,Marital status,Total population 15 years and over by marital status,6,153495,,73690,,79805,,   
915,British Columbia,Kelowna,Marital status,   Married or living with a common-law partner,,91410,,45680,,45725,,   
915,British Columbia,Kelowna,Marital status,      Married (and not separated),,77305,,38600,,38705,,   
915,British Columbia,Kelowna,Marital status,      Living common-law,,14105,,7080,,7020,,   
915,British Columbia,Kelowna,Marital status,   Not married and not living with a common-law partner,,62085,,28005,,34080,,   
915,British Columbia,Kelowna,Marital status,      Single (never legally married),,36745,,19925,,16815,,   
915,British Columbia,Kelowna,Marital status,      Separated,,4570,,1915,,2660,,   
915,British Columbia,Kelowna,Marital status,      Divorced,,11175,,4265,,6910,,   
915,British Columbia,Kelowna,Marital status,      Widowed,,9600,,1900,,7700,,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,Population in 2011,1,170191,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,Population in 2006,1,159020,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,2006 to 2011 population change (%),,7,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,Total private dwellings,2,63821,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,Private dwellings occupied by usual residents,3,59317,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,Population density per square kilometre,,281.2,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Population and dwelling counts,Land area (square km),,605.18,,,...,,...,   
932,British Columbia,Abbotsford - Mission,Age characteristics,Total population by age groups,4,170190,,84345,,85845,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   0 to 4 years,,10705,,5490,,5215,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   5 to 9 years,,10630,,5580,,5055,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   10 to 14 years,,10995,,5705,,5295,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   15 to 19 years,,12185,,6180,,6000,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,      15 years,,2435,,1205,,1230,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,      16 years,,2435,,1245,,1195,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,      17 years,,2425,,1265,,1165,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,      18 years,,2470,,1250,,1220,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,      19 years,,2410,,1210,,1200,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   20 to 24 years,,11460,,5870,,5585,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   25 to 29 years,,11335,,5680,,5650,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   30 to 34 years,,10970,,5415,,5560,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   35 to 39 years,,10855,,5370,,5485,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   40 to 44 years,,11730,,5805,,5925,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   45 to 49 years,,12595,,6395,,6200,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   50 to 54 years,,12475,,6185,,6295,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   55 to 59 years,,10645,,5215,,5430,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   60 to 64 years,,9565,,4620,,4945,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   65 to 69 years,,7115,,3500,,3610,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   70 to 74 years,,5445,,2525,,2925,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   75 to 79 years,,4415,,2060,,2355,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   80 to 84 years,,3555,,1535,,2020,,   
932,British Columbia,Abbotsford - Mission,Age characteristics,   85 years and over,,3510,,1215,,2305,,   
932,British Columbia,Abbotsford - Mission,Marital status,Total population 15 years and over by marital status,6,137850,,67565,,70290,,   
932,British Columbia,Abbotsford - Mission,Marital status,   Married or living with a common-law partner,,82930,,41485,,41450,,   
932,British Columbia,Abbotsford - Mission,Marital status,      Married (and not separated),,74100,,37055,,37045,,   
932,British Columbia,Abbotsford - Mission,Marital status,      Living common-law,,8830,,4425,,4400,,   
932,British Columbia,Abbotsford - Mission,Marital status,   Not married and not living with a common-law partner,,54920,,26080,,28840,,   
932,British Columbia,Abbotsford - Mission,Marital status,      Single (never legally married),,35365,,19680,,15690,,   
932,British Columbia,Abbotsford - Mission,Marital status,      Separated,,3815,,1590,,2225,,   
932,British Columbia,Abbotsford - Mission,Marital status,      Divorced,,8140,,3270,,4870,,   
932,British Columbia,Abbotsford - Mission,Marital status,      Widowed,,7600,,1545,,6060,,   
933,British Columbia,Vancouver,Population and dwelling counts,Population in 2011,1,2313328,,,...,,...,
933,British Columbia,Vancouver,Population and dwelling counts,Population in 2006,1,2116581,,,...,,...,
933,British Columbia,Vancouver,Population and dwelling counts,2006 to 2011 population change (%),,9.3,,,...,,...,
933,British Columbia,Vancouver,Population and dwelling counts,Total private dwellings,2,949565,,,...,,...,
933,British Columbia,Vancouver,Population and dwelling counts,Private dwellings occupied by usual residents,3,891336,,,...,,...,
933,British Columbia,Vancouver,Population and dwelling counts,Population density per square kilometre,,802.5,,,...,,...,
933,British Columbia,Vancouver,Population and dwelling counts,Land area (square km),,2882.55,,,...,,...,
933,British Columbia,Vancouver,Age characteristics,Total population by age groups,4,2313330,,1130375,,1182955,,
933,British Columbia,Vancouver,Age characteristics,   0 to 4 years,,115185,,59275,,55905,,
933,British Columbia,Vancouver,Age characteristics,   5 to 9 years,,114390,,58725,,55665,,
933,British Columbia,Vancouver,Age characteristics,   10 to 14 years,,124880,,64365,,60515,,
933,British Columbia,Vancouver,Age characteristics,   15 to 19 years,,145190,,75075,,70120,,
933,British Columbia,Vancouver,Age characteristics,      15 years,,28165,,14570,,13600,,
933,British Columbia,Vancouver,Age characteristics,      16 years,,28785,,15090,,13695,,
933,British Columbia,Vancouver,Age characteristics,      17 years,,28980,,14990,,13990,,
933,British Columbia,Vancouver,Age characteristics,      18 years,,29365,,15065,,14300,,
933,British Columbia,Vancouver,Age characteristics,      19 years,,29895,,15365,,14530,,
933,British Columbia,Vancouver,Age characteristics,   20 to 24 years,,159080,,80620,,78465,,
933,British Columbia,Vancouver,Age characteristics,   25 to 29 years,,170065,,83960,,86105,,
933,British Columbia,Vancouver,Age characteristics,   30 to 34 years,,160010,,77905,,82110,,
933,British Columbia,Vancouver,Age characteristics,   35 to 39 years,,161245,,76660,,84585,,
933,British Columbia,Vancouver,Age characteristics,   40 to 44 years,,180535,,86315,,94225,,
933,British Columbia,Vancouver,Age characteristics,   45 to 49 years,,192085,,93760,,98330,,
933,British Columbia,Vancouver,Age characteristics,   50 to 54 years,,182430,,88700,,93730,,
933,British Columbia,Vancouver,Age characteristics,   55 to 59 years,,158570,,77600,,80970,,
933,British Columbia,Vancouver,Age characteristics,   60 to 64 years,,136760,,66610,,70145,,
933,British Columbia,Vancouver,Age characteristics,   65 to 69 years,,94860,,46120,,48740,,
933,British Columbia,Vancouver,Age characteristics,   70 to 74 years,,72890,,34215,,38675,,
933,British Columbia,Vancouver,Age characteristics,   75 to 79 years,,58155,,26990,,31160,,
933,British Columbia,Vancouver,Age characteristics,   80 to 84 years,,44235,,19050,,25185,,
933,British Columbia,Vancouver,Age characteristics,   85 years and over,,42765,,14440,,28325,,
933,British Columbia,Vancouver,Marital status,Total population 15 years and over by marital status,6,1958875,,948010,,1010870,,
933,British Columbia,Vancouver,Marital status,   Married or living with a common-law partner,,1106580,,551400,,555175,,
933,British Columbia,Vancouver,Marital status,      Married (and not separated),,970585,,482590,,487995,,
933,British Columbia,Vancouver,Marital status,      Living common-law,,135990,,68815,,67175,,
933,British Columbia,Vancouver,Marital status,   Not married and not living with a common-law partner,,852300,,396605,,455695,,
933,British Columbia,Vancouver,Marital status,      Single (never legally married),,586885,,313205,,273685,,
933,British Columbia,Vancouver,Marital status,      Separated,,48835,,19980,,28855,,
933,British Columbia,Vancouver,Marital status,      Divorced,,119565,,45135,,74440,,
933,British Columbia,Vancouver,Marital status,      Widowed,,97010,,18290,,78720,,
935,British Columbia,Victoria,Population and dwelling counts,Population in 2011,1,344615,+,,...,,...,
935,British Columbia,Victoria,Population and dwelling counts,Population in 2006,1,330088,+,,...,,...,
935,British Columbia,Victoria,Population and dwelling counts,2006 to 2011 population change (%),,4.4,,,...,,...,
935,British Columbia,Victoria,Population and dwelling counts,Total private dwellings,2,167229,,,...,,...,
935,British Columbia,Victoria,Population and dwelling counts,Private dwellings occupied by usual residents,3,153328,,,...,,...,
935,British Columbia,Victoria,Population and dwelling counts,Population density per square kilometre,,495,,,...,,...,
935,British Columbia,Victoria,Population and dwelling counts,Land area (square km),,696.15,,,...,,...,
935,British Columbia,Victoria,Age characteristics,Total population by age groups,4,344615,,165505,,179105,,
935,British Columbia,Victoria,Age characteristics,   0 to 4 years,,14775,,7555,,7215,,
935,British Columbia,Victoria,Age characteristics,   5 to 9 years,,14655,,7490,,7165,,
935,British Columbia,Victoria,Age characteristics,   10 to 14 years,,15760,,7940,,7820,,
935,British Columbia,Victoria,Age characteristics,   15 to 19 years,,19070,,9760,,9305,,
935,British Columbia,Victoria,Age characteristics,      15 years,,3490,,1815,,1675,,
935,British Columbia,Victoria,Age characteristics,      16 years,,3680,,1885,,1795,,
935,British Columbia,Victoria,Age characteristics,      17 years,,3900,,1985,,1915,,
935,British Columbia,Victoria,Age characteristics,      18 years,,3840,,1960,,1880,,
935,British Columbia,Victoria,Age characteristics,      19 years,,4155,,2110,,2050,,
935,British Columbia,Victoria,Age characteristics,   20 to 24 years,,23470,,11515,,11955,,
935,British Columbia,Victoria,Age characteristics,   25 to 29 years,,23625,,11845,,11780,,
935,British Columbia,Victoria,Age characteristics,   30 to 34 years,,21575,,10800,,10775,,
935,British Columbia,Victoria,Age characteristics,   35 to 39 years,,20435,,10060,,10375,,
935,British Columbia,Victoria,Age characteristics,   40 to 44 years,,22395,,10990,,11400,,
935,British Columbia,Victoria,Age characteristics,   45 to 49 years,,25755,,12420,,13330,,
935,British Columbia,Victoria,Age characteristics,   50 to 54 years,,27370,,12800,,14570,,
935,British Columbia,Victoria,Age characteristics,   55 to 59 years,,26975,,12625,,14345,,
935,British Columbia,Victoria,Age characteristics,   60 to 64 years,,25330,,12050,,13280,,
935,British Columbia,Victoria,Age characteristics,   65 to 69 years,,18025,,8680,,9350,,
935,British Columbia,Victoria,Age characteristics,   70 to 74 years,,12965,,6100,,6865,,
935,British Columbia,Victoria,Age characteristics,   75 to 79 years,,11180,,5055,,6125,,
935,British Columbia,Victoria,Age characteristics,   80 to 84 years,,9575,,3920,,5660,,
935,British Columbia,Victoria,Age characteristics,   85 years and over,,11690,,3905,,7790,,
935,British Columbia,Victoria,Marital status,Total population 15 years and over by marital status,6,299425,,142520,,156905,,
935,British Columbia,Victoria,Marital status,   Married or living with a common-law partner,,165510,,82520,,82990,,
935,British Columbia,Victoria,Marital status,      Married (and not separated),,135355,,67485,,67865,,
935,British Columbia,Victoria,Marital status,      Living common-law,,30155,,15030,,15125,,
935,British Columbia,Victoria,Marital status,   Not married and not living with a common-law partner,,133920,,60005,,73915,,
935,British Columbia,Victoria,Marital status,      Single (never legally married),,81605,,43635,,37965,,
935,British Columbia,Victoria,Marital status,      Separated,,8215,,3530,,4685,,
935,British Columbia,Victoria,Marital status,      Divorced,,25055,,9125,,15930,,
935,British Columbia,Victoria,Marital status,      Widowed,,19050,,3715,,15335,,
